64.0	9.0
65.0	14.0
66.0	14.0
67.0	15.0
68.0	13.0
69.0	13.0
70.0	16.0
71.0	17.0
72.0	14.0
73.0	14.0
74.0	15.0
75.0	16.0
76.0	15.0
77.0	14.0
78.0	14.0
79.0	14.0
80.0	13.0
81.0	15.0
82.0	13.0
83.0	12.0
84.0	12.0
85.0	9.0
86.0	14.0
87.0	16.0
88.0	14.0
89.0	17.0
90.0	16.0
91.0	15.0
92.0	14.0
93.0	14.0
94.0	20.0
95.0	15.0
96.0	16.0
97.0	15.0
98.0	16.0
99.0	13.0
100.0	14.0
101.0	16.0
102.0	16.0
103.0	16.0
104.0	14.0
105.0	15.0
106.0	13.0
107.0	16.0
108.0	14.0
109.0	16.0
110.0	15.0
111.0	15.0
112.0	14.0
113.0	14.0
114.0	13.0
115.0	12.0
116.0	13.0
117.0	14.0
118.0	17.0
119.0	16.0
120.0	16.0
121.0	15.0
122.0	17.0
123.0	16.0
124.0	16.0
125.0	16.0
126.0	16.0
127.0	15.0
128.0	13.0
129.0	16.0
130.0	16.0
131.0	16.0
132.0	16.0
133.0	14.0
134.0	15.0
135.0	15.0
136.0	15.0
137.0	15.0
138.0	15.0
139.0	16.0
140.0	16.0
141.0	17.0
142.0	16.0
143.0	16.0
144.0	16.0
145.0	16.0
146.0	15.0
147.0	13.0
148.0	15.0
149.0	15.0
150.0	15.0
151.0	17.0
152.0	16.0
153.0	17.0
154.0	16.0
155.0	16.0
156.0	16.0
157.0	15.0
158.0	15.0
159.0	15.0
160.0	15.0
161.0	17.0
162.0	17.0
163.0	16.0
164.0	16.0
165.0	15.0
166.0	16.0
167.0	16.0
168.0	16.0
169.0	18.0
170.0	19.0
171.0	16.0
172.0	15.0
173.0	15.0
174.0	17.0
175.0	16.0
176.0	16.0
177.0	17.0
178.0	17.0
179.0	17.0
180.0	16.0
181.0	17.0
182.0	17.0
183.0	16.0
184.0	15.0
185.0	15.0
186.0	15.0
187.0	20.0
188.0	17.0
189.0	17.0
190.0	17.0
191.0	17.0
192.0	16.0
193.0	16.0
194.0	16.0
195.0	16.0
196.0	16.0
197.0	17.0
198.0	16.0
199.0	15.0
200.0	15.0
201.0	16.0
202.0	16.0
203.0	16.0
204.0	16.0
205.0	16.0
206.0	17.0
207.0	17.0
208.0	16.0
209.0	17.0
210.0	17.0
211.0	16.0
212.0	15.0
213.0	15.0
214.0	17.0
215.0	16.0
216.0	16.0
217.0	17.0
218.0	16.0
219.0	17.0
220.0	17.0
221.0	17.0
222.0	16.0
223.0	16.0
224.0	16.0
225.0	15.0
226.0	17.0
227.0	17.0
228.0	16.0
229.0	17.0
230.0	17.0
231.0	17.0
232.0	17.0
233.0	16.0
234.0	16.0
235.0	17.0
236.0	17.0
237.0	16.0
238.0	17.0
239.0	16.0
240.0	16.0
241.0	19.0
242.0	17.0
243.0	16.0
244.0	16.0
245.0	16.0
246.0	16.0
247.0	16.0
248.0	16.0
249.0	16.0
250.0	16.0
251.0	17.0
252.0	16.0
253.0	17.0
254.0	17.0
255.0	17.0
256.0	17.0
257.0	17.0
258.0	17.0
259.0	17.0
260.0	17.0
261.0	16.0
